,Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
669,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,10,0.595,0.6090535166877011,0.595,0.7338259734093068
670,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,1,0.94,0.9400100575782888,0.94,0.9475147075147076
671,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,2,0.945,0.9426481031327668,0.945,0.9550264550264552
672,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,3,0.92,0.9137522587561924,0.92,0.9214285714285714
673,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,4,0.93,0.9295331475646066,0.93,0.9385305958132044
674,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,5,0.96,0.959231264231264,0.96,0.9605080213903744
675,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,6,0.95,0.94952627653168,0.95,0.95527950310559
676,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,7,0.95,0.9500941970719278,0.95,0.9573742047426258
677,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,8,0.94,0.9384716195691806,0.94,0.938738222561752
678,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,9,0.95,0.9488972431077696,0.95,0.9495959595959595
679,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,10,0.665,0.6744452575970482,0.665,0.7952346776030985
680,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,1,0.96,0.9597586208561818,0.96,0.961412019353196
681,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,2,0.96,0.9594101423548836,0.96,0.960557190076641
682,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,3,0.945,0.9444064505040114,0.945,0.9493777056277056
683,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,4,0.905,0.9012184481554872,0.905,0.9095160455486544
684,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,5,0.945,0.9442052598663636,0.945,0.944611528822055
685,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,6,0.945,0.9416121465979664,0.945,0.9510041407867494
686,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,7,0.96,0.9592547425474254,0.96,0.9611904761904762
687,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,8,0.95,0.9485048495918652,0.95,0.9544701675136458
688,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,9,0.95,0.9503319977004188,0.95,0.9552181255277232
689,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,10,0.63,0.6470706155188914,0.63,0.7579271708683473
690,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,1,0.91,0.9049262204715808,0.91,0.908497137985629
691,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,2,0.95,0.948877024974586,0.95,0.9496205755029286
692,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,3,0.95,0.9473898034599696,0.95,0.9518915866741954
693,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,4,0.93,0.928896774313976,0.93,0.9324350649350648
694,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,5,0.955,0.9545919445777642,0.955,0.9576708074534162
695,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,6,0.925,0.9235468013781906,0.925,0.928564680933102
696,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,7,0.955,0.9548027020661882,0.955,0.9585610766045548
697,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,8,0.97,0.9699937460913072,0.97,0.9704761904761904
698,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,9,0.945,0.9447562468280742,0.945,0.9472739820565907
699,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,10,0.68,0.7039023785153816,0.68,0.8223716153127918
700,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,1,0.96,0.9597373358348968,0.96,0.9599498746867168
701,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,2,0.95,0.9487077150491784,0.95,0.952857142857143
702,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,3,0.93,0.9302009614983328,0.93,0.9353714036221776
703,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,4,0.935,0.9337216160543624,0.935,0.93637194008038
704,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,5,0.965,0.9643287866830272,0.965,0.9679089026915112
705,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,6,0.945,0.9447423161631896,0.945,0.9465040798928268
706,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,7,0.93,0.927786526976077,0.93,0.9317184265010352
707,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,8,0.935,0.934029244029244,0.935,0.9415686274509806
708,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,9,0.915,0.911897071863636,0.915,0.9127735152031828
709,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,10,0.63,0.6469731446227069,0.63,0.7702741702741703
710,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,1,0.93,0.92799008908765,0.93,0.9314291410344042
711,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,2,0.965,0.9649328374603772,0.965,0.9664009661835748
712,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,3,0.925,0.9228192395839454,0.925,0.9281282752335384
713,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,4,0.965,0.9645596306571916,0.965,0.9661221234905444
714,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,5,0.945,0.9438381996776778,0.945,0.9490127987954072
715,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,6,0.94,0.9380211108833776,0.94,0.9419696969696968
716,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,7,0.965,0.9642458083921498,0.965,0.9666233766233764
717,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,8,0.945,0.9454958392057238,0.945,0.9484962406015036
718,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,9,0.92,0.9156250994242306,0.92,0.9291787160208212
719,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,10,0.655,0.6833755515360518,0.655,0.8246913580246914
720,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,1,0.955,0.9540395159765552,0.955,0.956182712215321
721,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,2,0.945,0.9448082530161522,0.945,0.9464051432930152
722,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,3,0.955,0.954395000736464,0.955,0.9559540562636538
723,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,4,0.95,0.9504379191037114,0.95,0.956843711843712
724,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,5,0.925,0.9235281385281384,0.925,0.9285606060606062
725,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,6,0.97,0.9696967699406724,0.97,0.9709523809523808
726,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,7,0.935,0.9328904820919032,0.935,0.9352225672877846
727,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,8,0.945,0.9448251159226768,0.945,0.949593837535014
728,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,9,0.94,0.9387862326744912,0.94,0.940919554320584
729,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,10,0.595,0.6242421601928959,0.595,0.7576551646028391
730,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,1,0.98,0.979971810389012,0.98,0.981147186147186
731,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,2,0.915,0.9118244312823304,0.915,0.9220431018257104
732,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,3,0.935,0.9341903710324764,0.935,0.93652312599681
733,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,4,0.935,0.934030244831212,0.935,0.9377501725327811
734,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,5,0.96,0.9588792102206736,0.96,0.962099567099567
735,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,6,0.945,0.9447339169075444,0.945,0.9471184548987752
736,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,7,0.945,0.9433374402744796,0.945,0.9453154873349382
737,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,8,0.945,0.9443937970973756,0.945,0.9525032938076418
738,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,9,0.945,0.9444388172244398,0.945,0.9502886002886002
739,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,10,0.625,0.6409076583769483,0.625,0.7507843137254901
740,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,1,0.955,0.9542860342718538,0.955,0.9585798983625072
741,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,2,0.94,0.9387331367819172,0.94,0.9423991797676008
742,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,3,0.95,0.9491797034800886,0.95,0.949722791828055
743,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,4,0.965,0.9653962703962704,0.965,0.9678070175438596
744,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,5,0.925,0.92316427567256,0.925,0.9242143722477548
745,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,6,0.945,0.9432965543941152,0.945,0.9474080086580088
746,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,7,0.94,0.9397436425976295,0.94,0.9475293305728087
747,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,8,0.97,0.970254569991412,0.97,0.9727777777777776
748,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,9,0.94,0.937666017383604,0.94,0.9375477463712756
749,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",15,10,0.63,0.6541539285236894,0.63,0.8004394861392832
750,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,1,0.955,0.9540395159765552,0.955,0.956182712215321
751,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,2,0.925,0.92146763666416,0.925,0.924464966764738
752,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,3,0.955,0.9541583402417207,0.955,0.9566589026915112
753,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,4,0.96,0.9583891094724902,0.96,0.9612422360248446
754,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,5,0.945,0.9452188149414766,0.945,0.9489334337160424
755,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,6,0.94,0.9390316220804026,0.94,0.940477329687856
756,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,7,0.9,0.8969611232769127,0.9,0.8981877599524658
757,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,8,0.93,0.9289486478396396,0.93,0.939901996151996
766,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,9,0.96,0.9595596306571916,0.96,0.9611221234905446
767,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",16,10,0.625,0.6453036588571979,0.625,0.7971717171717171
768,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,1,0.955,0.9533994528043775,0.955,0.9589130434782608
769,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,2,0.95,0.948851554949116,0.95,0.9517700501253132
770,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,3,0.95,0.9488422198357416,0.95,0.9504392481630332
771,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,4,0.94,0.9390417279336216,0.94,0.9487558817993602
772,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,5,0.97,0.9700677902269088,0.97,0.9716933638443936
773,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,6,0.93,0.926217700258398,0.93,0.9346231884057972
774,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,7,0.925,0.923605544093349,0.925,0.9283333333333336
775,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,8,0.935,0.9344226464003772,0.935,0.9413873626373628
776,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,9,0.945,0.9438400488400488,0.945,0.9461363636363638
777,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",17,10,0.64,0.6568697749370018,0.64,0.7501158155569921
778,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,1,0.935,0.934425036466952,0.935,0.9390565969977734
779,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,2,0.955,0.9539129249013716,0.955,0.954693552061973
780,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,3,0.95,0.9502526331973746,0.95,0.9531940853451152
781,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,4,0.95,0.9486166949581584,0.95,0.9500541125541124
782,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,5,0.945,0.9438258407628798,0.945,0.946355017979732
783,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,6,0.925,0.9200816295104588,0.925,0.9277413890457368
784,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,7,0.96,0.9596862700842164,0.96,0.9607503607503608
785,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,8,0.94,0.9399302042356644,0.94,0.9416432385311104
786,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,9,0.94,0.939471843945528,0.94,0.941140350877193
787,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",18,10,0.61,0.6377563019395879,0.61,0.770751633986928
788,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,1,0.965,0.964971810389012,0.965,0.966147186147186
789,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,2,0.945,0.94386089647322,0.945,0.945096765979119
790,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,3,0.97,0.9697055255399286,0.97,0.9708297258297258
791,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,4,0.925,0.9218369029344636,0.925,0.9314650262018682
792,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,5,0.93,0.9285831056145342,0.93,0.9355279503105592
793,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,6,0.945,0.9435146343541124,0.945,0.9458010763073692
794,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,7,0.935,0.9331127615787436,0.935,0.9347943722943722
795,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,8,0.94,0.9381185075087516,0.94,0.9411904761904762
796,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,9,0.95,0.9494235588972432,0.95,0.9507070707070708
797,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",19,10,0.625,0.6487304411403083,0.625,0.7653297682709447
798,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,1,0.905,0.9023885081919516,0.905,0.9105238095238096
799,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,2,0.95,0.9496878531538352,0.95,0.95468671679198
800,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,3,0.945,0.941977330222634,0.945,0.9457556935817804
801,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,4,0.945,0.9446305478384472,0.945,0.9475773920968428
802,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,5,0.93,0.9274206304388112,0.93,0.9356779630235008
803,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,6,0.96,0.9590228931692346,0.96,0.9602147078927264
804,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,7,0.93,0.9267284341674586,0.93,0.9314635364635364
805,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,8,0.945,0.9447132325039302,0.945,0.9502898550724638
806,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,9,0.945,0.9443118285223548,0.945,0.9467570441254652
807,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",20,10,0.645,0.674776030875651,0.645,0.8112758727216558
808,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,1,0.935,0.935096673345264,0.935,0.9404642828791436
809,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,2,0.92,0.9173565163131392,0.92,0.9204357928942328
810,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,3,0.955,0.953993168993169,0.955,0.9550534759358288
811,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,4,0.945,0.9455125271372412,0.945,0.9502564102564102
812,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,5,0.94,0.9396106745914192,0.94,0.9448178210678212
813,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,6,0.93,0.9288146240421068,0.93,0.9322082833896336
814,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,7,0.96,0.9592824303799912,0.96,0.9605029284441048
815,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,8,0.945,0.943877024974586,0.945,0.9446205755029284
816,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,9,0.965,0.9649583621342286,0.965,0.9658730158730158
817,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,10,0.645,0.6697048265192503,0.645,0.8126960784313727
818,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,1,0.96,0.9603118330974556,0.96,0.964935064935065
819,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,2,0.95,0.9494204319428964,0.95,0.950945165945166
820,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,3,0.94,0.9389421766421198,0.94,0.943151814813714
821,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,4,0.95,0.9492935579237336,0.95,0.9530056278804429
822,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,5,0.96,0.9593563424051228,0.96,0.9602915711739244
823,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,6,0.91,0.9082595602372908,0.91,0.9129392202225018
824,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,7,0.94,0.93838910947249,0.94,0.9412422360248448
825,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,8,0.945,0.944290654625812,0.945,0.9513310450038138
826,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,9,0.93,0.9288056929520344,0.93,0.9313095238095238
827,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,10,0.645,0.6733377031289745,0.645,0.8142857142857142
828,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,1,0.95,0.949382602848585,0.95,0.9524080086580085
829,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,2,0.925,0.9226704190118824,0.925,0.9304969153653366
830,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,3,0.96,0.960116490270534,0.96,0.963015873015873
831,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,4,0.94,0.9375317283712066,0.94,0.938564234202106
832,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,5,0.95,0.9481818459674684,0.95,0.9522582972582972
833,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,6,0.94,0.9381953412441216,0.94,0.9420243791296424
834,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,7,0.955,0.9541507910231009,0.955,0.9616017316017316
835,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,8,0.94,0.940116830933919,0.94,0.9439288758981852
836,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,9,0.935,0.9344870536141396,0.935,0.9389949919361684
837,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,10,0.61,0.6357241699110858,0.61,0.7877253478523896
838,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,1,0.93,0.9299752835953092,0.93,0.9326984126984128
839,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,2,0.94,0.938949644607614,0.94,0.9427163263890952
840,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,3,0.97,0.9694839036302452,0.97,0.9720779220779222
841,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,4,0.925,0.9200721708449796,0.925,0.9312508940335028
842,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,5,0.94,0.9396051509466145,0.94,0.9430357142857144
843,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,6,0.935,0.9323301062183648,0.935,0.9341639956377809
844,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,7,0.93,0.9277719501261908,0.93,0.9317394349043966
845,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,8,0.94,0.9389739135374564,0.94,0.9407677616501146
846,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,9,0.95,0.9493823896098726,0.95,0.9557124035384904
847,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,10,0.655,0.6726727239752449,0.655,0.7826648351648352
848,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,1,0.92,0.9177659051201458,0.92,0.9207011104837192
849,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,2,0.935,0.9331629264414292,0.935,0.934371935272965
850,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,3,0.935,0.9326122387097996,0.935,0.9340068922305764
851,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,4,0.93,0.929473216841638,0.93,0.93640350877193
852,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,5,0.94,0.93886089647322,0.94,0.940096765979119
853,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,6,0.965,0.9644899664270056,0.965,0.9676708074534162
854,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,7,0.94,0.937444831591173,0.94,0.9389610389610392
855,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,8,0.935,0.9346301179228008,0.935,0.9400700280112044
856,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,9,0.955,0.9540577522605764,0.955,0.9544846965899596
857,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,10,0.635,0.6544746317326963,0.635,0.7516043344840814
858,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,1,0.95,0.9495606280124296,0.95,0.9535548357058654
859,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,2,0.93,0.928934342033127,0.93,0.931574126356735
860,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,3,0.97,0.9696627731287552,0.97,0.9722943722943724
861,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,4,0.94,0.9398288526602416,0.94,0.9472807893860524
862,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,5,0.95,0.9504714141372064,0.95,0.9559613589025352
863,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,6,0.94,0.9376146474281338,0.94,0.9423376623376624
864,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,7,0.95,0.949902429620016,0.95,0.9518759018759018
865,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,8,0.935,0.933275261324042,0.935,0.9358441558441558
866,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,9,0.945,0.942810630755372,0.945,0.9444925967752056
867,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,10,0.6,0.6230319637066728,0.6,0.7493055555555556
868,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,1,0.95,0.9485498314945728,0.95,0.9502278908928524
869,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,2,0.94,0.9394168582807864,0.94,0.9401697425381634
870,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,3,0.955,0.9541716321214486,0.955,0.959822134387352
871,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,4,0.93,0.9287722119557804,0.93,0.9290878711931344
872,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,5,0.93,0.9304478439138256,0.93,0.9397724089635854
873,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,6,0.955,0.9536317341195388,0.955,0.9566416040100252
874,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,7,0.95,0.9489259264483912,0.95,0.948954203691046
875,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,8,0.935,0.9348625548625548,0.935,0.9383281733746128
876,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,9,0.955,0.9549006755617796,0.955,0.9592857142857144
877,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,10,0.66,0.6717482490997573,0.66,0.8166979362101313
878,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,1,0.925,0.9239406412507896,0.925,0.9308679027557746
879,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,2,0.925,0.92308287918044,0.925,0.9243876737297788
880,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,3,0.945,0.9444588423985084,0.945,0.9468796992481204
881,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,4,0.945,0.9425655834050616,0.945,0.949502309284918
882,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,5,0.94,0.9377241457729264,0.94,0.9485714285714286
883,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,6,0.945,0.9448197185154228,0.945,0.9486231884057972
884,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,7,0.955,0.9541445076104896,0.955,0.9569534632034632
885,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,8,0.945,0.9441592895764912,0.945,0.9494805194805196
886,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,9,0.925,0.9231169397817156,0.925,0.9257745153397328
887,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,10,0.64,0.6633629498297381,0.64,0.7865961199294533
888,PW,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,1,0.97,0.9700906346541776,0.97,0.9716233766233766
