,Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
209,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",21,10,0.935,0.9343875585146444,0.935,0.937203548085901
210,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,1,0.96,0.9596513645473252,0.96,0.9614913436423734
211,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,2,0.975,0.9749467477323704,0.975,0.9760461760461762
212,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,3,0.95,0.9496232213818864,0.95,0.9521263050674816
213,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,4,0.97,0.9699812382739212,0.97,0.9704260651629072
214,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,5,0.97,0.9697373358348969,0.97,0.9699498746867168
215,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,6,0.975,0.9749467477323704,0.975,0.9760461760461762
216,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,7,0.98,0.9798436052608068,0.98,0.9808840282524492
217,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,8,0.945,0.9439191788100644,0.945,0.9439249639249638
218,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,9,0.965,0.9644101888004328,0.965,0.9655462184873947
219,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",22,10,0.92,0.9187352664352098,0.92,0.9211900923256756
220,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,1,0.975,0.9746909627397432,0.975,0.976147186147186
221,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,2,0.98,0.979987492182614,0.98,0.9804511278195488
222,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,3,0.975,0.9749785580273386,0.975,0.9758840282524492
223,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,4,0.975,0.974523652572433,0.975,0.975719378660555
224,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,5,0.965,0.9645956354300386,0.965,0.964920634920635
225,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,6,0.97,0.969361952410733,0.97,0.9720562770562772
226,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,7,0.95,0.9497221477709284,0.95,0.9503577124629756
227,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,8,0.965,0.9645939426427232,0.965,0.9650945545682388
228,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,9,0.96,0.9593527204502814,0.96,0.9591604010025062
229,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",23,10,0.91,0.9097621112768738,0.91,0.91192004074357
230,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,1,0.96,0.959830389898754,0.96,0.9628735288581836
231,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,2,0.975,0.9747342088805504,0.975,0.975187969924812
232,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,3,0.96,0.9599749843652284,0.96,0.9604010025062658
233,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,4,0.985,0.9848587933247752,0.985,0.9854761904761904
234,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,5,0.97,0.9698364109147164,0.97,0.9706349206349206
235,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,6,0.955,0.9538594927477514,0.955,0.957432712215321
236,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,7,0.95,0.9484768281944148,0.95,0.9493124522536288
237,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,8,0.975,0.9748585795097424,0.975,0.9767263427109972
238,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,9,0.97,0.969367759611662,0.97,0.9718614718614718
239,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",24,10,0.91,0.9077957306547928,0.91,0.9098033126293996
240,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,1,0.95,0.9492771645068864,0.95,0.952135093167702
241,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,2,0.985,0.9849968730456536,0.985,0.9852380952380952
242,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,3,0.96,0.9589144378026964,0.96,0.9611827122153208
243,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,4,0.97,0.9697373358348969,0.97,0.9699498746867168
244,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,5,0.97,0.9699812382739212,0.97,0.9704260651629072
245,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,6,0.98,0.9798686679174484,0.98,0.9799749373433584
246,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,7,0.965,0.964285557334338,0.965,0.9652648332060096
247,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,8,0.935,0.9346195542523572,0.935,0.9366534914361
248,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,9,0.985,0.9849906191369604,0.985,0.9852130325814537
249,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",25,10,0.92,0.9171807649714628,0.92,0.9189262187088276
250,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,1,0.965,0.9649624295259724,0.965,0.9663602187286398
251,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,2,0.97,0.9699812382739212,0.97,0.9704260651629072
252,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,3,0.97,0.969592508475692,0.97,0.97015873015873
253,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,4,0.97,0.969285557334338,0.97,0.9702648332060098
254,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,5,0.965,0.964469993358252,0.965,0.967432712215321
255,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,6,0.955,0.9549968730456536,0.955,0.9552380952380952
256,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,7,0.975,0.9746909627397432,0.975,0.976147186147186
257,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,8,0.95,0.9488801519289324,0.95,0.9493824802648332
258,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,9,0.97,0.9692882375809204,0.97,0.9703081232492996
259,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",26,10,0.87,0.8674326257785907,0.87,0.8751721998232297
260,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,1,0.965,0.9647586208561818,0.965,0.966412019353196
261,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,2,0.97,0.9693985743985744,0.97,0.9709358288770054
262,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,3,0.955,0.9545153003547784,0.955,0.960527950310559
263,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,4,0.97,0.9699228040691455,0.97,0.9722943722943724
264,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,5,0.97,0.9697221477709284,0.97,0.9703577124629756
265,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,6,0.96,0.9593532154507762,0.96,0.9605296664120196
266,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,7,0.975,0.9746091307066916,0.975,0.97468671679198
267,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,8,0.955,0.9539552368999782,0.955,0.9561102438340292
268,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,9,0.97,0.9696060037523452,0.97,0.9699248120300752
269,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",27,10,0.9,0.8961951009296776,0.9,0.8973342447026657
270,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,1,0.95,0.9489880880303904,0.95,0.9510333805528312
271,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,2,0.96,0.9599317382244212,0.96,0.961861471861472
272,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,3,0.98,0.9799290579778384,0.98,0.9816017316017316
273,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,4,0.97,0.9694522422378647,0.97,0.9700653148021569
274,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,5,0.95,0.949224054559212,0.95,0.9555335968379448
275,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,6,0.98,0.980093761608524,0.98,0.9813852813852816
276,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,7,0.98,0.9798686679174484,0.98,0.9799749373433584
277,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,8,0.96,0.9595232058646692,0.96,0.9612172141583906
278,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,9,0.96,0.9592825873313678,0.96,0.961715367965368
279,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",28,10,0.91,0.9062221301103888,0.91,0.9107592979103276
280,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,1,0.975,0.974912020751499,0.975,0.9771946169772258
281,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,2,0.955,0.9549413649413648,0.955,0.9583600713012476
282,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,3,0.96,0.9593324775353016,0.96,0.9593650793650794
283,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,4,0.98,0.98,0.98,0.98
284,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,5,0.97,0.969529459773362,0.97,0.9707410236822
285,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,6,0.965,0.9642011454527502,0.965,0.9643400167084378
286,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,7,0.965,0.964189084343128,0.965,0.9645097592466012
287,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,8,0.98,0.980093761608524,0.98,0.9813852813852816
288,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,9,0.97,0.9697086524942752,0.97,0.9705916305916306
289,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",29,10,0.94,0.9379194707101683,0.94,0.9391156126482214
290,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,1,0.975,0.974809787004909,0.975,0.9766233766233766
291,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,2,0.975,0.9747243342878772,0.975,0.9756892230576442
292,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,3,0.96,0.9596091307066916,0.96,0.95968671679198
293,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,4,0.95,0.9482655826558264,0.95,0.9489285714285712
294,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,5,0.975,0.9746091307066916,0.975,0.97468671679198
295,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,6,0.935,0.9325064412081862,0.935,0.9370362665557171
296,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,7,0.98,0.98,0.98,0.98
297,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,8,0.985,0.9849906191369604,0.985,0.9852130325814537
298,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,9,0.955,0.9541823367048012,0.955,0.9544805194805196
299,LR,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",30,10,0.895,0.8921059212522627,0.895,0.8959574738986504
300,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,1,1.0,1.0,1.0,1.0
301,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,2,1.0,1.0,1.0,1.0
302,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,3,1.0,1.0,1.0,1.0
303,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,4,1.0,1.0,1.0,1.0
304,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,5,1.0,1.0,1.0,1.0
305,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,6,1.0,1.0,1.0,1.0
306,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,7,1.0,1.0,1.0,1.0
307,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,8,1.0,1.0,1.0,1.0
308,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,9,1.0,1.0,1.0,1.0
309,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",1,10,0.94,0.9375,0.94,0.9476190476190476
310,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,1,1.0,1.0,1.0,1.0
311,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,2,1.0,1.0,1.0,1.0
312,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,3,1.0,1.0,1.0,1.0
313,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,4,1.0,1.0,1.0,1.0
314,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,5,1.0,1.0,1.0,1.0
315,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,6,1.0,1.0,1.0,1.0
316,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,7,1.0,1.0,1.0,1.0
317,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,8,1.0,1.0,1.0,1.0
318,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,9,1.0,1.0,1.0,1.0
319,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",2,10,0.945,0.9447391892088433,0.945,0.9467421751309218
320,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,1,1.0,1.0,1.0,1.0
321,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,2,1.0,1.0,1.0,1.0
322,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,3,1.0,1.0,1.0,1.0
323,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,4,1.0,1.0,1.0,1.0
324,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,5,1.0,1.0,1.0,1.0
325,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,6,1.0,1.0,1.0,1.0
326,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,7,1.0,1.0,1.0,1.0
327,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,8,1.0,1.0,1.0,1.0
328,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,9,1.0,1.0,1.0,1.0
329,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",3,10,0.93,0.9265155136153824,0.93,0.9357142857142856
330,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,1,1.0,1.0,1.0,1.0
331,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,2,1.0,1.0,1.0,1.0
332,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,3,1.0,1.0,1.0,1.0
333,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,4,1.0,1.0,1.0,1.0
334,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,5,1.0,1.0,1.0,1.0
335,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,6,1.0,1.0,1.0,1.0
336,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,7,1.0,1.0,1.0,1.0
337,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,8,1.0,1.0,1.0,1.0
338,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,9,1.0,1.0,1.0,1.0
339,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",4,10,0.91,0.9080500856624092,0.91,0.908332060096766
340,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,1,1.0,1.0,1.0,1.0
341,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,2,1.0,1.0,1.0,1.0
342,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,3,1.0,1.0,1.0,1.0
343,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,4,1.0,1.0,1.0,1.0
344,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,5,1.0,1.0,1.0,1.0
345,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,6,1.0,1.0,1.0,1.0
346,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,7,1.0,1.0,1.0,1.0
347,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,8,1.0,1.0,1.0,1.0
348,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,9,1.0,1.0,1.0,1.0
349,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",5,10,0.95,0.9494809255784866,0.95,0.9494235588972432
350,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,1,1.0,1.0,1.0,1.0
351,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,2,1.0,1.0,1.0,1.0
352,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,3,1.0,1.0,1.0,1.0
353,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,4,1.0,1.0,1.0,1.0
354,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,5,1.0,1.0,1.0,1.0
355,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,6,1.0,1.0,1.0,1.0
356,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,7,1.0,1.0,1.0,1.0
357,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,8,1.0,1.0,1.0,1.0
358,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,9,1.0,1.0,1.0,1.0
359,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",6,10,0.92,0.917378596890844,0.92,0.9269498617324704
360,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,1,1.0,1.0,1.0,1.0
361,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,2,1.0,1.0,1.0,1.0
362,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,3,1.0,1.0,1.0,1.0
363,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,4,1.0,1.0,1.0,1.0
364,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,5,1.0,1.0,1.0,1.0
365,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,6,1.0,1.0,1.0,1.0
366,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,7,1.0,1.0,1.0,1.0
367,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,8,1.0,1.0,1.0,1.0
368,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,9,1.0,1.0,1.0,1.0
369,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",7,10,0.89,0.8891820392641361,0.89,0.8904235225745524
370,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,1,1.0,1.0,1.0,1.0
371,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,2,1.0,1.0,1.0,1.0
372,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,3,1.0,1.0,1.0,1.0
373,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,4,1.0,1.0,1.0,1.0
374,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,5,1.0,1.0,1.0,1.0
375,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,6,1.0,1.0,1.0,1.0
376,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,7,1.0,1.0,1.0,1.0
377,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,8,1.0,1.0,1.0,1.0
378,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,9,1.0,1.0,1.0,1.0
379,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",8,10,0.92,0.9190849021336828,0.92,0.9228138528138528
380,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,1,1.0,1.0,1.0,1.0
381,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,2,1.0,1.0,1.0,1.0
382,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,3,1.0,1.0,1.0,1.0
383,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,4,1.0,1.0,1.0,1.0
384,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,5,1.0,1.0,1.0,1.0
385,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,6,1.0,1.0,1.0,1.0
386,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,7,1.0,1.0,1.0,1.0
387,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,8,1.0,1.0,1.0,1.0
388,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,9,1.0,1.0,1.0,1.0
389,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",9,10,0.885,0.8831970245872983,0.885,0.8858754470167515
390,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,1,1.0,1.0,1.0,1.0
391,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,2,1.0,1.0,1.0,1.0
392,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,3,1.0,1.0,1.0,1.0
393,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,4,1.0,1.0,1.0,1.0
394,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,5,1.0,1.0,1.0,1.0
395,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,6,1.0,1.0,1.0,1.0
396,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,7,1.0,1.0,1.0,1.0
397,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,8,1.0,1.0,1.0,1.0
398,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,9,1.0,1.0,1.0,1.0
399,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",10,10,0.91,0.9082265563263862,0.91,0.9090838509316772
400,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,1,1.0,1.0,1.0,1.0
401,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,2,1.0,1.0,1.0,1.0
402,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,3,1.0,1.0,1.0,1.0
403,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,4,1.0,1.0,1.0,1.0
404,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,5,1.0,1.0,1.0,1.0
405,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,6,1.0,1.0,1.0,1.0
406,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,7,1.0,1.0,1.0,1.0
407,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,8,1.0,1.0,1.0,1.0
408,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,9,1.0,1.0,1.0,1.0
409,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",11,10,0.9,0.899865540963102,0.9,0.9002130325814537
410,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,1,1.0,1.0,1.0,1.0
411,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,2,1.0,1.0,1.0,1.0
412,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,3,1.0,1.0,1.0,1.0
413,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,4,1.0,1.0,1.0,1.0
414,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,5,1.0,1.0,1.0,1.0
415,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,6,1.0,1.0,1.0,1.0
416,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,7,1.0,1.0,1.0,1.0
417,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,8,1.0,1.0,1.0,1.0
418,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,9,1.0,1.0,1.0,1.0
419,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",12,10,0.895,0.8927042198993418,0.895,0.8923051948051949
420,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,1,1.0,1.0,1.0,1.0
421,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,2,1.0,1.0,1.0,1.0
422,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,3,1.0,1.0,1.0,1.0
423,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,4,1.0,1.0,1.0,1.0
424,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,5,1.0,1.0,1.0,1.0
425,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,6,1.0,1.0,1.0,1.0
426,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,7,1.0,1.0,1.0,1.0
427,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,8,1.0,1.0,1.0,1.0
428,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,9,1.0,1.0,1.0,1.0
429,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",13,10,0.91,0.907820208014716,0.91,0.9152797202797204
430,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,1,1.0,1.0,1.0,1.0
431,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,2,1.0,1.0,1.0,1.0
432,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,3,1.0,1.0,1.0,1.0
433,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,4,1.0,1.0,1.0,1.0
434,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,5,1.0,1.0,1.0,1.0
435,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,6,1.0,1.0,1.0,1.0
436,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,7,1.0,1.0,1.0,1.0
437,KNN,"['mfeat_fac', 'mfeat_fou', 'mfeat_zer']",14,8,1.0,1.0,1.0,1.0
