Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
KNN,mfeat_fou,12,10,0.835,0.8381334668754437,0.835,0.8433227006911216
KNN,mfeat_fou,13,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,13,10,0.85,0.8497091901263916,0.85,0.8542911255411255
KNN,mfeat_fou,14,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,14,10,0.835,0.8338101272568538,0.835,0.8355250816435027
KNN,mfeat_fou,15,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,15,10,0.85,0.8508813167528873,0.85,0.8566515927499908
KNN,mfeat_fou,16,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,16,10,0.865,0.8658913182597392,0.865,0.870748194014448
KNN,mfeat_fou,17,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,17,10,0.83,0.829992549170983,0.83,0.8324916457811194
KNN,mfeat_fou,18,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,18,10,0.85,0.8491277350040822,0.85,0.8500227550974623
KNN,mfeat_fou,19,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,19,10,0.83,0.8299400647422078,0.83,0.8348711144376779
KNN,mfeat_fou,20,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,20,10,0.82,0.8180486115371329,0.82,0.8194046380774069
KNN,mfeat_fou,21,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,21,10,0.86,0.8609724828017511,0.86,0.8621428571428571
KNN,mfeat_fou,22,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,22,10,0.835,0.8364635926125014,0.835,0.8419512350394704
KNN,mfeat_fou,23,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,23,10,0.835,0.8334960931238209,0.835,0.8355358092200197
KNN,mfeat_fou,24,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,24,10,0.85,0.8489721164508458,0.85,0.852110847771603
KNN,mfeat_fou,25,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,25,10,0.85,0.8467644959316974,0.85,0.8547619047619048
KNN,mfeat_fou,26,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,26,10,0.83,0.8336679853754516,0.83,0.844258581235698
KNN,mfeat_fou,27,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,27,10,0.835,0.8311313748197646,0.835,0.8316563146997928
KNN,mfeat_fou,28,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,28,10,0.815,0.816169931227094,0.815,0.8246765179501752
KNN,mfeat_fou,29,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,29,10,0.845,0.8365013847940677,0.845,0.8405456823877876
KNN,mfeat_fou,30,1,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,2,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,3,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,4,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,5,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,6,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,7,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,8,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,9,1.0,1.0,1.0,1.0
KNN,mfeat_fou,30,10,0.82,0.8206038269453423,0.82,0.8299717521227818
KNN,mfeat_zer,1,1,0.89,0.8798382944018373,0.89,0.9005059523809522
KNN,mfeat_zer,1,2,0.885,0.8803991509959813,0.885,0.8906702492909391
KNN,mfeat_zer,1,3,0.9,0.8947917712173091,0.9,0.9036099086099084
KNN,mfeat_zer,1,4,0.925,0.9232561574388248,0.925,0.9317582417582418
KNN,mfeat_zer,1,5,0.88,0.8651532426769425,0.88,0.8956675780359992
KNN,mfeat_zer,1,6,0.84,0.8275800590948217,0.84,0.8335064935064935
KNN,mfeat_zer,1,7,0.89,0.885452854128907,0.89,0.896017316017316
KNN,mfeat_zer,1,8,0.88,0.8722290504694685,0.88,0.8824667860874758
KNN,mfeat_zer,1,9,0.895,0.8893037573128326,0.895,0.8899216725303682
KNN,mfeat_zer,1,10,0.845,0.8311784708761967,0.845,0.8290764790764791
KNN,mfeat_zer,2,1,0.89,0.8830915802261471,0.89,0.9008730158730158
KNN,mfeat_zer,2,2,0.905,0.8938483085541908,0.905,0.9062104491433862
KNN,mfeat_zer,2,3,0.89,0.8845165522129502,0.89,0.8932240955925167
KNN,mfeat_zer,2,4,0.9,0.8953888272006738,0.9,0.9100059710404538
KNN,mfeat_zer,2,5,0.9,0.8945038535063865,0.9,0.9033133533133534
KNN,mfeat_zer,2,6,0.88,0.8699052979540783,0.88,0.8838686709442227
KNN,mfeat_zer,2,7,0.865,0.8582170413712024,0.865,0.8738179936006023
KNN,mfeat_zer,2,8,0.86,0.8562544770666203,0.86,0.8602543752543752
KNN,mfeat_zer,2,9,0.9,0.8949888971505807,0.9,0.9043255866940078
KNN,mfeat_zer,2,10,0.845,0.8320719151206956,0.845,0.8297267316017316
KNN,mfeat_zer,3,1,0.885,0.8730292555893142,0.885,0.8900208986415882
KNN,mfeat_zer,3,2,0.885,0.8791597749227797,0.885,0.9023280423280424
KNN,mfeat_zer,3,3,0.86,0.8494974003318033,0.86,0.8581845238095238
KNN,mfeat_zer,3,4,0.895,0.8895055751144143,0.895,0.9015576951783848
KNN,mfeat_zer,3,5,0.91,0.9029402859545838,0.91,0.9152380952380952
KNN,mfeat_zer,3,6,0.89,0.8864139510216682,0.89,0.8884920634920636
KNN,mfeat_zer,3,7,0.865,0.8606872804653222,0.865,0.8707255787690569
KNN,mfeat_zer,3,8,0.885,0.8821403213205891,0.885,0.8923185707214745
KNN,mfeat_zer,3,9,0.9,0.8919404515039944,0.9,0.912202380952381
KNN,mfeat_zer,3,10,0.88,0.8724290579778383,0.88,0.8806277056277056
KNN,mfeat_zer,4,1,0.88,0.877031086622815,0.88,0.8813369963369964
KNN,mfeat_zer,4,2,0.885,0.8762701612559809,0.885,0.904635093167702
KNN,mfeat_zer,4,3,0.91,0.9015690433597412,0.91,0.9236989459815548
KNN,mfeat_zer,4,4,0.89,0.8859378357853968,0.89,0.8932900432900432
KNN,mfeat_zer,4,5,0.9,0.8982391528026957,0.9,0.9016233766233768
KNN,mfeat_zer,4,6,0.88,0.8657802799266214,0.88,0.8828138528138527
KNN,mfeat_zer,4,7,0.885,0.877102843599798,0.885,0.8824327122153209
KNN,mfeat_zer,4,8,0.845,0.8339357226326753,0.845,0.8351161864954968
KNN,mfeat_zer,4,9,0.875,0.8679314565483476,0.875,0.8775440236870812
KNN,mfeat_zer,4,10,0.825,0.8136875575265669,0.825,0.8164369501466275
KNN,mfeat_zer,5,1,0.88,0.874151352651261,0.88,0.8874951485296313
KNN,mfeat_zer,5,2,0.9,0.8966966249066955,0.9,0.908713168551878
KNN,mfeat_zer,5,3,0.895,0.8855744634139415,0.895,0.910484660267269
KNN,mfeat_zer,5,4,0.905,0.8993823794947029,0.905,0.9125757575757576
KNN,mfeat_zer,5,5,0.885,0.8749768062674121,0.885,0.8911688419859334
KNN,mfeat_zer,5,6,0.85,0.8369580312019336,0.85,0.840145785586962
KNN,mfeat_zer,5,7,0.895,0.8913598901098903,0.895,0.8978138528138528
KNN,mfeat_zer,5,8,0.865,0.8563042926265004,0.865,0.872529761904762
KNN,mfeat_zer,5,9,0.89,0.8808158160074535,0.89,0.8967023750599068
KNN,mfeat_zer,5,10,0.86,0.852742893744074,0.86,0.8522727272727273
KNN,mfeat_zer,6,1,0.89,0.8826186341244058,0.89,0.892099809250839
KNN,mfeat_zer,6,2,0.875,0.8666595690463285,0.875,0.8852914614121511
KNN,mfeat_zer,6,3,0.895,0.8903262060963355,0.895,0.8992849679056576
KNN,mfeat_zer,6,4,0.875,0.8691590298647902,0.875,0.8784752284752284
KNN,mfeat_zer,6,5,0.905,0.8977384726291371,0.905,0.9113059163059164
KNN,mfeat_zer,6,6,0.865,0.85436052089206,0.865,0.8561471861471861
KNN,mfeat_zer,6,7,0.9,0.8919435784583407,0.9,0.9119642857142856
KNN,mfeat_zer,6,8,0.875,0.8706952615578502,0.875,0.8740525264209476
KNN,mfeat_zer,6,9,0.885,0.877283907443026,0.885,0.8982065217391305
KNN,mfeat_zer,6,10,0.82,0.8161739771226442,0.82,0.826492782579739
KNN,mfeat_zer,7,1,0.875,0.8583760683760683,0.875,0.8695755517826825
KNN,mfeat_zer,7,2,0.92,0.9138767698319544,0.92,0.9321050405533164
KNN,mfeat_zer,7,3,0.885,0.883903285418048,0.885,0.8880519480519482
KNN,mfeat_zer,7,4,0.91,0.9031926203877424,0.91,0.9275892857142858
KNN,mfeat_zer,7,5,0.9,0.8926511093536205,0.9,0.907087690490594
KNN,mfeat_zer,7,6,0.895,0.892363984311684,0.895,0.9060389610389612
KNN,mfeat_zer,7,7,0.865,0.8525957246445052,0.865,0.8566774891774892
KNN,mfeat_zer,7,8,0.865,0.8511105014533455,0.865,0.8593221690590113
KNN,mfeat_zer,7,9,0.91,0.9076144403977976,0.91,0.911142857142857
KNN,mfeat_zer,7,10,0.805,0.7995151803601879,0.805,0.7983221456905667
KNN,mfeat_zer,8,1,0.875,0.8638353617057455,0.875,0.8810907208733296
KNN,mfeat_zer,8,2,0.93,0.9240596801572412,0.93,0.9529761904761904
KNN,mfeat_zer,8,3,0.895,0.88444671859306,0.895,0.906641604010025
KNN,mfeat_zer,8,4,0.865,0.8528654713172729,0.865,0.8659608507434594
KNN,mfeat_zer,8,5,0.885,0.8704193196144416,0.885,0.8801697425381634
KNN,mfeat_zer,8,6,0.915,0.911145147232978,0.915,0.9186772486772488
KNN,mfeat_zer,8,7,0.85,0.8345674928409202,0.85,0.8460860484544694
KNN,mfeat_zer,8,8,0.885,0.8723039579162815,0.885,0.9071177944862155
KNN,mfeat_zer,8,9,0.86,0.8476960225678951,0.86,0.8577705627705627
KNN,mfeat_zer,8,10,0.82,0.8066201197176807,0.82,0.8088493962178173
KNN,mfeat_zer,9,1,0.905,0.8989739874729733,0.905,0.916751384815901
KNN,mfeat_zer,9,2,0.9,0.893620360894368,0.9,0.89982683982684
KNN,mfeat_zer,9,3,0.91,0.9048920202786316,0.91,0.9100807574491786
KNN,mfeat_zer,9,4,0.85,0.8328136841642302,0.85,0.8676408825093036
KNN,mfeat_zer,9,5,0.875,0.8703165212704945,0.875,0.8785429482797905
KNN,mfeat_zer,9,6,0.885,0.8800123020967052,0.885,0.8853968253968254
KNN,mfeat_zer,9,7,0.895,0.8870334181417925,0.895,0.8986572622779521
KNN,mfeat_zer,9,8,0.895,0.8923613491821092,0.895,0.8928881987577639
KNN,mfeat_zer,9,9,0.91,0.9000640281128086,0.91,0.9259733139667352
KNN,mfeat_zer,9,10,0.82,0.8125804114686701,0.82,0.8119764244370518
KNN,mfeat_zer,10,1,0.89,0.884525498123059,0.89,0.8973809523809524
KNN,mfeat_zer,10,2,0.86,0.8512131642426894,0.86,0.8631809163059162
KNN,mfeat_zer,10,3,0.865,0.8513906100276258,0.865,0.8583005166876135
KNN,mfeat_zer,10,4,0.89,0.8851722182276783,0.89,0.8930344438170524
KNN,mfeat_zer,10,5,0.88,0.8738097870049089,0.88,0.8849567099567099
KNN,mfeat_zer,10,6,0.885,0.876595904095904,0.885,0.8969303941672362
KNN,mfeat_zer,10,7,0.92,0.9181576553527772,0.92,0.926923076923077
KNN,mfeat_zer,10,8,0.905,0.9015751959292744,0.905,0.9199157564075106
KNN,mfeat_zer,10,9,0.9,0.8949310402609268,0.9,0.9015076877145844
KNN,mfeat_zer,10,10,0.855,0.8483154816031682,0.855,0.8479353577179665
KNN,mfeat_zer,11,1,0.92,0.9178421437170112,0.92,0.9246087246087246
KNN,mfeat_zer,11,2,0.86,0.8504997600540072,0.86,0.8587301587301588
KNN,mfeat_zer,11,3,0.895,0.8858218541267578,0.895,0.8971645129816044
KNN,mfeat_zer,11,4,0.88,0.8731146759633767,0.88,0.889200937950938
KNN,mfeat_zer,11,5,0.9,0.8927990792793591,0.9,0.9057142857142856
KNN,mfeat_zer,11,6,0.9,0.8860846551822162,0.9,0.9197619047619048
KNN,mfeat_zer,11,7,0.89,0.8820334181417926,0.89,0.8936572622779521
KNN,mfeat_zer,11,8,0.895,0.8909767937777162,0.895,0.8984726143421794
KNN,mfeat_zer,11,9,0.87,0.8600166566522377,0.87,0.8789687929501171
KNN,mfeat_zer,11,10,0.8,0.7967552896025853,0.8,0.7992690642690643
KNN,mfeat_zer,12,1,0.89,0.883903285418048,0.89,0.894891774891775
KNN,mfeat_zer,12,2,0.885,0.8769011456218435,0.885,0.888700552321242
KNN,mfeat_zer,12,3,0.88,0.8690319842758867,0.88,0.8781641604010025
KNN,mfeat_zer,12,4,0.91,0.9019394474487732,0.91,0.9240033551620987
KNN,mfeat_zer,12,5,0.895,0.8893929550383883,0.895,0.893068783068783
KNN,mfeat_zer,12,6,0.93,0.925993746091307,0.93,0.9438095238095238
KNN,mfeat_zer,12,7,0.88,0.8764675195163,0.88,0.885865800865801
KNN,mfeat_zer,12,8,0.86,0.8504071862466644,0.86,0.8662496409006707
KNN,mfeat_zer,12,9,0.875,0.8658315855330596,0.875,0.8764213564213564
KNN,mfeat_zer,12,10,0.785,0.7817420791630134,0.785,0.7815564260301103
KNN,mfeat_zer,13,1,0.88,0.8718232120093741,0.88,0.8854454685099846
KNN,mfeat_zer,13,2,0.865,0.8516213150370818,0.865,0.8625883256528418
KNN,mfeat_zer,13,3,0.9,0.8946525889905681,0.9,0.9058866995073892
KNN,mfeat_zer,13,4,0.895,0.88496743996744,0.895,0.9051995044429256
KNN,mfeat_zer,13,5,0.89,0.8851940847966291,0.89,0.9010534018704932
KNN,mfeat_zer,13,6,0.91,0.9063243660352236,0.91,0.9179835953520163
KNN,mfeat_zer,13,7,0.875,0.8612775929633892,0.875,0.8676295210166178
KNN,mfeat_zer,13,8,0.88,0.8697683854657353,0.88,0.8749182299182299
KNN,mfeat_zer,13,9,0.91,0.9070059721026248,0.91,0.9154064454064452
KNN,mfeat_zer,13,10,0.775,0.7717342945743519,0.775,0.7742319846438839
KNN,mfeat_zer,14,1,0.885,0.8716027200288591,0.885,0.8928138528138528
KNN,mfeat_zer,14,2,0.88,0.8675333407772433,0.88,0.8865476190476191
KNN,mfeat_zer,14,3,0.87,0.8653907318926989,0.87,0.8730735930735931
KNN,mfeat_zer,14,4,0.875,0.8623213752307829,0.875,0.878833722236626
KNN,mfeat_zer,14,5,0.88,0.8774899610193728,0.88,0.8804619503303713
KNN,mfeat_zer,14,6,0.865,0.8533639020009177,0.865,0.8682321639876818
KNN,mfeat_zer,14,7,0.89,0.8840708760358439,0.89,0.9026821207466368
KNN,mfeat_zer,14,8,0.91,0.9051171022787858,0.91,0.9145887445887444
KNN,mfeat_zer,14,9,0.9,0.8959246607934307,0.9,0.9024657798342008
KNN,mfeat_zer,14,10,0.83,0.8268673535136948,0.83,0.8320861594545805
KNN,mfeat_zer,15,1,0.875,0.8691370941624948,0.875,0.8789297739297739
KNN,mfeat_zer,15,2,0.88,0.8689476061427281,0.88,0.8869815668202764
KNN,mfeat_zer,15,3,0.91,0.897579420603617,0.91,0.9266233766233768
KNN,mfeat_zer,15,4,0.9,0.8958594516526226,0.9,0.9068241528586356
KNN,mfeat_zer,15,5,0.88,0.868751585946708,0.88,0.8887997486384583
KNN,mfeat_zer,15,6,0.88,0.8766245053875715,0.88,0.8866259300288338
KNN,mfeat_zer,15,7,0.885,0.8704560262955046,0.885,0.8886999933213118
KNN,mfeat_zer,15,8,0.885,0.8752974476516883,0.885,0.8972243788819876
KNN,mfeat_zer,15,9,0.885,0.8634319303884521,0.885,0.8953679653679653
KNN,mfeat_zer,15,10,0.82,0.8135051939929987,0.82,0.811152005888848
KNN,mfeat_zer,16,1,0.89,0.8791534760905151,0.89,0.9113852405950936
KNN,mfeat_zer,16,2,0.89,0.8816810614392616,0.89,0.8914285714285716
KNN,mfeat_zer,16,3,0.88,0.8719600558623586,0.88,0.8834384214818998
KNN,mfeat_zer,16,4,0.88,0.8645056235544041,0.88,0.8858840282524493
KNN,mfeat_zer,16,5,0.9,0.8935305366090286,0.9,0.9004978354978355
KNN,mfeat_zer,16,6,0.885,0.8807206198579703,0.885,0.8875942271136779
KNN,mfeat_zer,16,7,0.89,0.8829986009719722,0.89,0.898238294272777
KNN,mfeat_zer,16,8,0.895,0.8869802181078164,0.895,0.9009939294422052
KNN,mfeat_zer,16,9,0.865,0.8609993664871713,0.865,0.8661142191142193
KNN,mfeat_zer,16,10,0.85,0.8414664984699829,0.85,0.8436736826391998
KNN,mfeat_zer,17,1,0.9,0.8961966536829613,0.9,0.9083044841215756
KNN,mfeat_zer,17,2,0.895,0.8903270794246403,0.895,0.9054761904761904
KNN,mfeat_zer,17,3,0.905,0.8939343786295004,0.905,0.9066666666666666
KNN,mfeat_zer,17,4,0.865,0.8614734362340745,0.865,0.8698821548821549
KNN,mfeat_zer,17,5,0.87,0.8585296167247385,0.87,0.871444805194805
KNN,mfeat_zer,17,6,0.895,0.8913325151744665,0.895,0.903187789222272
KNN,mfeat_zer,17,7,0.88,0.8643325985892784,0.88,0.8933719003616399
KNN,mfeat_zer,17,8,0.895,0.8893421420302581,0.895,0.9006878306878306
KNN,mfeat_zer,17,9,0.89,0.8830848274532483,0.89,0.8934848484848484
KNN,mfeat_zer,17,10,0.785,0.7828219469875439,0.785,0.782049441786284
KNN,mfeat_zer,18,1,0.9,0.8900120536371544,0.9,0.916966442374051
KNN,mfeat_zer,18,2,0.88,0.868996326485566,0.88,0.8773271889400921
KNN,mfeat_zer,18,3,0.925,0.9197302624485132,0.925,0.9393650793650794
KNN,mfeat_zer,18,4,0.865,0.852469464333576,0.865,0.8576514562267739
KNN,mfeat_zer,18,5,0.895,0.8894105691056912,0.895,0.8992857142857144
KNN,mfeat_zer,18,6,0.87,0.8683020167679988,0.87,0.8710519480519481
KNN,mfeat_zer,18,7,0.875,0.8675606617070031,0.875,0.8796973804184431
KNN,mfeat_zer,18,8,0.9,0.8906156779645902,0.9,0.9204846602672688
KNN,mfeat_zer,18,9,0.86,0.8512200911103922,0.86,0.8613357823252876
KNN,mfeat_zer,18,10,0.83,0.8178232177044659,0.83,0.8174074218302105
KNN,mfeat_zer,19,1,0.9,0.8943925580501778,0.9,0.9058866995073892
KNN,mfeat_zer,19,2,0.91,0.906387635889452,0.91,0.9126984126984128
KNN,mfeat_zer,19,3,0.9,0.8959328967619055,0.9,0.9057159610255584
KNN,mfeat_zer,19,4,0.87,0.8652284085261779,0.87,0.871844459887938
KNN,mfeat_zer,19,5,0.87,0.8564161909744054,0.87,0.8707940305308726
KNN,mfeat_zer,19,6,0.87,0.8650887521000302,0.87,0.8708183468074576
KNN,mfeat_zer,19,7,0.895,0.8916057589158253,0.895,0.8935041407867494
KNN,mfeat_zer,19,8,0.89,0.88525915688099,0.89,0.8936729936729938
KNN,mfeat_zer,19,9,0.895,0.8879047703362696,0.895,0.9019815668202766
KNN,mfeat_zer,19,10,0.815,0.7959401579200719,0.815,0.7846383251556526
KNN,mfeat_zer,20,1,0.9,0.8945367352964558,0.9,0.9095685795685796
