Model,Dataset,Repetition,Fold,Accuracy,F1,Recall,Precision
KNN,mfeat_zer,20,2,0.885,0.8701412516072337,0.885,0.9027221797810032
KNN,mfeat_zer,20,3,0.89,0.8880229649344793,0.89,0.8882479296066252
KNN,mfeat_zer,20,4,0.91,0.9073029868682044,0.91,0.914125874125874
KNN,mfeat_zer,20,5,0.865,0.8563610237017788,0.865,0.865566567934989
KNN,mfeat_zer,20,6,0.855,0.8471423952221354,0.855,0.8543151132964374
KNN,mfeat_zer,20,7,0.895,0.8895204592155811,0.895,0.9001948051948051
KNN,mfeat_zer,20,8,0.885,0.882653432280405,0.885,0.8871255411255412
KNN,mfeat_zer,20,9,0.875,0.8651541835084241,0.875,0.8785041407867495
KNN,mfeat_zer,20,10,0.81,0.8020879430887298,0.81,0.8025392357900096
KNN,mfeat_zer,21,1,0.865,0.8514636553326586,0.865,0.8643098512995906
KNN,mfeat_zer,21,2,0.93,0.9266480117620096,0.93,0.9348651348651348
KNN,mfeat_zer,21,3,0.91,0.9020816581792191,0.91,0.9203149001536098
KNN,mfeat_zer,21,4,0.88,0.8708616984656117,0.88,0.8812532308287827
KNN,mfeat_zer,21,5,0.895,0.8860861784300154,0.895,0.9155844155844156
KNN,mfeat_zer,21,6,0.875,0.8632629460463032,0.875,0.8773914257785225
KNN,mfeat_zer,21,7,0.895,0.8906533602782276,0.895,0.8999583749583749
KNN,mfeat_zer,21,8,0.88,0.8734861391974583,0.88,0.8827600893729926
KNN,mfeat_zer,21,9,0.87,0.8648777654157855,0.87,0.8775652841781875
KNN,mfeat_zer,21,10,0.835,0.8301287306667507,0.835,0.8286255411255411
KNN,mfeat_zer,22,1,0.89,0.888577186785086,0.89,0.8914459538756213
KNN,mfeat_zer,22,2,0.875,0.8653876866406428,0.875,0.8743905217589427
KNN,mfeat_zer,22,3,0.865,0.8577327899946247,0.865,0.888839296903813
KNN,mfeat_zer,22,4,0.9,0.8920816581792193,0.9,0.9103149001536098
KNN,mfeat_zer,22,5,0.88,0.8660855843782673,0.88,0.8868912337662338
KNN,mfeat_zer,22,6,0.88,0.8709552947409172,0.88,0.8955483405483404
KNN,mfeat_zer,22,7,0.91,0.9020816581792188,0.91,0.9203149001536096
KNN,mfeat_zer,22,8,0.88,0.8701947175631386,0.88,0.8818181818181818
KNN,mfeat_zer,22,9,0.86,0.852656106554494,0.86,0.8652947552197926
KNN,mfeat_zer,22,10,0.835,0.8299344243189324,0.835,0.8302919302919303
KNN,mfeat_zer,23,1,0.88,0.8663884013168811,0.88,0.8716731352938248
KNN,mfeat_zer,23,2,0.875,0.8712278585770241,0.875,0.8798522822207033
KNN,mfeat_zer,23,3,0.89,0.8776819837795446,0.89,0.8916531385281384
KNN,mfeat_zer,23,4,0.88,0.8699550611989636,0.88,0.8817857142857143
KNN,mfeat_zer,23,5,0.88,0.8705423438350269,0.88,0.8861654135338345
KNN,mfeat_zer,23,6,0.91,0.9037008087831108,0.91,0.9186644772851668
KNN,mfeat_zer,23,7,0.87,0.8619663861043172,0.87,0.8763033561420659
KNN,mfeat_zer,23,8,0.875,0.8672769541113571,0.875,0.8756277056277055
KNN,mfeat_zer,23,9,0.88,0.8579161859702685,0.88,0.8908297258297259
KNN,mfeat_zer,23,10,0.83,0.825302662982839,0.83,0.8298997362790466
KNN,mfeat_zer,24,1,0.85,0.8490141477742473,0.85,0.8537844611528821
KNN,mfeat_zer,24,2,0.905,0.8985550601028264,0.905,0.9169894800539962
KNN,mfeat_zer,24,3,0.895,0.8872412192782252,0.895,0.9037568966980732
KNN,mfeat_zer,24,4,0.89,0.8850779323027657,0.89,0.8931601731601733
KNN,mfeat_zer,24,5,0.875,0.8641365165049376,0.875,0.8855972317156526
KNN,mfeat_zer,24,6,0.915,0.9115025873187996,0.915,0.9252724287207048
KNN,mfeat_zer,24,7,0.885,0.8736931665522285,0.885,0.9029753556401522
KNN,mfeat_zer,24,8,0.9,0.8936705683468553,0.9,0.9110678210678208
KNN,mfeat_zer,24,9,0.895,0.8892287260869546,0.895,0.8953823953823953
KNN,mfeat_zer,24,10,0.83,0.8168074911347741,0.83,0.8169565217391305
KNN,mfeat_zer,25,1,0.91,0.9078622332479394,0.91,0.9097412008281572
KNN,mfeat_zer,25,2,0.87,0.8643019268269353,0.87,0.8731310643379608
KNN,mfeat_zer,25,3,0.9,0.8959089789998284,0.9,0.903161838161838
KNN,mfeat_zer,25,4,0.9,0.8970358882666328,0.9,0.9075757575757576
KNN,mfeat_zer,25,5,0.905,0.8990341707928358,0.905,0.9286654135338348
KNN,mfeat_zer,25,6,0.88,0.8745969170141003,0.88,0.8806869292626415
KNN,mfeat_zer,25,7,0.87,0.8576576751434948,0.87,0.8730535825730332
KNN,mfeat_zer,25,8,0.85,0.8389744378051408,0.85,0.8474900962082625
KNN,mfeat_zer,25,9,0.885,0.8807234511688384,0.885,0.8829053402737612
KNN,mfeat_zer,25,10,0.825,0.8201939453152292,0.825,0.8198964803312631
KNN,mfeat_zer,26,1,0.88,0.8735306189164395,0.88,0.8847147458017023
KNN,mfeat_zer,26,2,0.9,0.8919790940766549,0.9,0.9088095238095238
KNN,mfeat_zer,26,3,0.875,0.867931738224421,0.875,0.8785281385281385
KNN,mfeat_zer,26,4,0.89,0.8853325667497682,0.89,0.9003896103896102
KNN,mfeat_zer,26,5,0.885,0.8778384397078633,0.885,0.8942977915804002
KNN,mfeat_zer,26,6,0.895,0.8811104010513024,0.895,0.9021645021645022
KNN,mfeat_zer,26,7,0.9,0.889979501077062,0.9,0.910029761904762
KNN,mfeat_zer,26,8,0.88,0.8675628502741152,0.88,0.8904761904761905
KNN,mfeat_zer,26,9,0.87,0.855308565711587,0.87,0.8741511211408606
KNN,mfeat_zer,26,10,0.81,0.8016469853428941,0.81,0.8014900888585099
KNN,mfeat_zer,27,1,0.9,0.8862245153220762,0.9,0.9184173669467788
KNN,mfeat_zer,27,2,0.885,0.877051282051282,0.885,0.8961305757061275
KNN,mfeat_zer,27,3,0.9,0.8996551651172959,0.9,0.9019264069264068
KNN,mfeat_zer,27,4,0.86,0.8511208686101083,0.86,0.8654731219544464
KNN,mfeat_zer,27,5,0.895,0.8897535918506224,0.895,0.8976358058865799
KNN,mfeat_zer,27,6,0.885,0.8748356611771245,0.885,0.8928571428571428
KNN,mfeat_zer,27,7,0.875,0.8670204592155811,0.875,0.8716233766233766
KNN,mfeat_zer,27,8,0.9,0.8913493363247524,0.9,0.92012987012987
KNN,mfeat_zer,27,9,0.915,0.9105960116279164,0.915,0.9383256528417818
KNN,mfeat_zer,27,10,0.84,0.8297341344292564,0.84,0.8230268853953064
KNN,mfeat_zer,28,1,0.865,0.8612791632555593,0.865,0.8664779423475075
KNN,mfeat_zer,28,2,0.905,0.9001156973108191,0.905,0.913095238095238
KNN,mfeat_zer,28,3,0.905,0.8877112464158021,0.905,0.9335281385281384
KNN,mfeat_zer,28,4,0.87,0.8576429020748662,0.87,0.8733405483405483
KNN,mfeat_zer,28,5,0.905,0.8983545655648705,0.905,0.9163492063492064
KNN,mfeat_zer,28,6,0.92,0.9118640740892332,0.92,0.9255610290093048
KNN,mfeat_zer,28,7,0.89,0.8810141054545646,0.89,0.894827188940092
KNN,mfeat_zer,28,8,0.855,0.8389389877246103,0.855,0.8627794530890506
KNN,mfeat_zer,28,9,0.865,0.8587790911282567,0.865,0.8698412698412699
KNN,mfeat_zer,28,10,0.835,0.8210368932320151,0.835,0.8183279220779223
KNN,mfeat_zer,29,1,0.88,0.8701795765210398,0.88,0.8835291858678954
KNN,mfeat_zer,29,2,0.85,0.8419082427994491,0.85,0.851630713061288
KNN,mfeat_zer,29,3,0.885,0.8785434736065202,0.885,0.893823207443897
KNN,mfeat_zer,29,4,0.88,0.8694288090977986,0.88,0.8815185102254068
KNN,mfeat_zer,29,5,0.905,0.8988327807977485,0.905,0.9172275752920912
KNN,mfeat_zer,29,6,0.88,0.8757720101262508,0.88,0.8949834071344369
KNN,mfeat_zer,29,7,0.875,0.8517276937291599,0.875,0.8509175607001694
KNN,mfeat_zer,29,8,0.855,0.8368509782900025,0.855,0.8442126623376623
KNN,mfeat_zer,29,9,0.925,0.9229161424796852,0.925,0.9263602187286398
KNN,mfeat_zer,29,10,0.835,0.833564855731792,0.835,0.8353296703296703
KNN,mfeat_zer,30,1,0.885,0.8804290446050974,0.885,0.8892857142857143
KNN,mfeat_zer,30,2,0.87,0.8634579853850393,0.87,0.8683008068761245
KNN,mfeat_zer,30,3,0.88,0.8709229886373917,0.88,0.8831962590133504
KNN,mfeat_zer,30,4,0.89,0.8777928169391583,0.89,0.9059435520619732
KNN,mfeat_zer,30,5,0.9,0.8933588314563923,0.9,0.9179761904761904
KNN,mfeat_zer,30,6,0.87,0.8626841134944867,0.87,0.8747400109469073
KNN,mfeat_zer,30,7,0.895,0.8867675533045591,0.895,0.8998272195640616
KNN,mfeat_zer,30,8,0.895,0.8925904401201514,0.895,0.9064982057416268
KNN,mfeat_zer,30,9,0.89,0.8854304238858015,0.89,0.8911771561771563
KNN,mfeat_zer,30,10,0.845,0.8393945272607816,0.845,0.8411188506383014
LR,mfeat_fac,1,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,1,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,1,3,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,1,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,1,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,1,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,1,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,1,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,1,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,1,10,0.97,0.9699686834346656,0.97,0.9713852813852816
LR,mfeat_fac,2,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,2,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,2,3,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,2,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,2,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,2,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,2,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,2,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,2,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,2,10,0.975,0.975103636201197,0.975,0.9763852813852814
LR,mfeat_fac,3,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,3,2,0.99,0.989993746091307,0.99,0.9904761904761904
LR,mfeat_fac,3,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,3,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,3,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,3,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,3,7,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,3,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,3,9,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,3,10,0.98,0.9799968730456536,0.98,0.9802380952380952
LR,mfeat_fac,4,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,4,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,4,3,0.985,0.9849937460913072,0.985,0.9854761904761904
LR,mfeat_fac,4,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,4,5,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,4,6,0.99,0.9899937460913072,0.99,0.9904761904761904
LR,mfeat_fac,4,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,4,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,4,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,4,10,0.97,0.9697806886689472,0.97,0.972169554320584
LR,mfeat_fac,5,1,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,5,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,5,3,0.99,0.989993746091307,0.99,0.9904761904761904
LR,mfeat_fac,5,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,5,5,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,5,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,5,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,5,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,5,9,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,5,10,0.965,0.9650566378422604,0.965,0.9669552669552668
LR,mfeat_fac,6,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,6,2,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,6,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,6,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,6,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,6,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,6,7,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,6,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,6,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,6,10,0.95,0.9497011835843672,0.95,0.9532289055973266
LR,mfeat_fac,7,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,7,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,7,3,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,7,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,7,5,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,7,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,7,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,7,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,7,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,7,10,0.97,0.9701897414464212,0.97,0.972432712215321
LR,mfeat_fac,8,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,8,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,8,3,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,8,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,8,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,8,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,8,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,8,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,8,9,0.99,0.989993746091307,0.99,0.9904761904761904
LR,mfeat_fac,8,10,0.975,0.9751125703564728,0.975,0.975952380952381
LR,mfeat_fac,9,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,9,2,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,9,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,9,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,9,5,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,9,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,9,7,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,9,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,9,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,9,10,0.965,0.9645565037028452,0.965,0.9663602187286398
LR,mfeat_fac,10,1,0.985,0.984971810389012,0.985,0.986147186147186
LR,mfeat_fac,10,2,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,10,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,10,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,10,5,0.99,0.9899749373433584,0.99,0.990909090909091
LR,mfeat_fac,10,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,10,7,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,10,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,10,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,10,10,0.975,0.974971810389012,0.975,0.976147186147186
LR,mfeat_fac,11,1,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,11,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,11,3,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,11,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,11,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,11,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,11,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,11,8,0.99,0.9898587933247752,0.99,0.9904761904761904
LR,mfeat_fac,11,9,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,11,10,0.955,0.9548221632881452,0.955,0.9567680565048984
LR,mfeat_fac,12,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,12,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,12,3,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,12,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,12,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,12,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,12,7,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,12,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,12,9,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,12,10,0.975,0.974987492182614,0.975,0.975952380952381
LR,mfeat_fac,13,1,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,13,2,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,13,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,13,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,13,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,13,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,13,7,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,13,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,13,9,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,13,10,0.975,0.975234521575985,0.975,0.9761904761904762
LR,mfeat_fac,14,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,14,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,14,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,14,4,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,14,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,14,6,0.99,0.9899749373433584,0.99,0.990909090909091
LR,mfeat_fac,14,7,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,14,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,14,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,14,10,0.97,0.9698097870049088,0.97,0.9716233766233766
LR,mfeat_fac,15,1,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,15,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,15,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,15,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,15,5,0.99,0.9899968730456536,0.99,0.9902380952380953
LR,mfeat_fac,15,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,15,7,0.985,0.9848556663704288,0.985,0.9857142857142857
LR,mfeat_fac,15,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,15,9,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,15,10,0.98,0.9799906191369604,0.98,0.9807142857142856
LR,mfeat_fac,16,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,16,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,16,3,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,16,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,16,5,0.99,0.989993746091307,0.99,0.9904761904761904
LR,mfeat_fac,16,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,16,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,16,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,16,9,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,16,10,0.98,0.979971810389012,0.98,0.981147186147186
LR,mfeat_fac,17,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,17,9,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,17,10,0.955,0.9549467477323702,0.955,0.956046176046176
LR,mfeat_fac,18,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,3,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,18,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,18,9,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,18,10,0.95,0.950001780418982,0.95,0.9525187969924812
LR,mfeat_fac,19,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,19,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,19,3,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,19,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,19,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,19,6,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,19,7,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,19,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,19,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,19,10,0.95,0.9503094744365604,0.95,0.953008658008658
LR,mfeat_fac,20,1,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,20,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,6,0.99,0.9899937460913072,0.99,0.9904761904761904
LR,mfeat_fac,20,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,20,10,0.965,0.9648655409631018,0.965,0.9652130325814536
LR,mfeat_fac,21,1,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,21,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,21,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,21,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,21,5,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,21,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,21,7,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,21,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,21,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,21,10,0.97,0.969977617589941,0.97,0.970952380952381
LR,mfeat_fac,22,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,22,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,22,3,0.99,0.99010989010989,0.99,0.990909090909091
LR,mfeat_fac,22,4,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,22,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,22,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,22,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,22,8,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,22,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,22,10,0.985,0.984993746091307,0.985,0.9854761904761904
LR,mfeat_fac,23,1,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,23,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,23,3,0.99,0.989993746091307,0.99,0.9904761904761904
LR,mfeat_fac,23,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,23,5,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,23,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,23,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,23,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,23,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,23,10,0.95,0.9500396006159209,0.95,0.9528405499915796
LR,mfeat_fac,24,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,5,0.99,0.989993746091307,0.99,0.9904761904761904
LR,mfeat_fac,24,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,24,9,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,24,10,0.955,0.955086080404318,0.955,0.959822134387352
LR,mfeat_fac,25,1,0.985,0.9849906191369604,0.985,0.9857142857142857
LR,mfeat_fac,25,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,25,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,25,4,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,25,5,1.0,1.0,1.0,1.0
LR,mfeat_fac,25,6,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,25,7,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,25,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,25,9,1.0,1.0,1.0,1.0
LR,mfeat_fac,25,10,0.975,0.9749906191369604,0.975,0.9757142857142856
LR,mfeat_fac,26,1,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,26,2,1.0,1.0,1.0,1.0
LR,mfeat_fac,26,3,1.0,1.0,1.0,1.0
LR,mfeat_fac,26,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,26,5,0.995,0.9949968730456534,0.995,0.9952380952380953
LR,mfeat_fac,26,6,1.0,1.0,1.0,1.0
LR,mfeat_fac,26,7,1.0,1.0,1.0,1.0
LR,mfeat_fac,26,8,1.0,1.0,1.0,1.0
LR,mfeat_fac,26,9,0.99,0.99010989010989,0.99,0.990909090909091
LR,mfeat_fac,26,10,0.95,0.9489783170129172,0.95,0.9529089026915112
LR,mfeat_fac,27,1,1.0,1.0,1.0,1.0
LR,mfeat_fac,27,2,0.995,0.9949968730456537,0.995,0.9952380952380953
LR,mfeat_fac,27,3,0.99,0.9901098901098904,0.99,0.990909090909091
LR,mfeat_fac,27,4,1.0,1.0,1.0,1.0
LR,mfeat_fac,27,5,0.995,0.9949968730456537,0.995,0.9952380952380953
